Relatório de campanha
1 de julho de 2025 - 31 de julho de 2025
Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Tipo de estratégia de lances,Status,Motivos do status,Tipo de campanha,Impr.,Interações,Código da moeda,Custo médio,Custo,CTR,Cliques,CPC méd.,Taxa de conv.,Conversões,Custo / conv.
Pausada,05 - [trafego] Master Ride,"10,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,Search [Kia Stonic],"20,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; alguns anúncios foram reprovados,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[YT] - Stonic,"10,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[youtube] [Sportage] Conversões – 2024-05-03,"10,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,04 - [Search] Master Ride,"10,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,01 [Search] - Sportage,"35,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,10 - [youtube] [Sportage] Conversões – [05-06-24],"10,10", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,08 [Search] - Sportage [27-05-24],"10,36", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,Concessionária Kia Sun Motors,"11,00", --,Diário,Maximizar cliques,Pausado,campanha pausada,Inteligente,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,11- Search [Kia Stonic] [05-06-24],"17,50", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[YT] [Alcance] [Aumento de impostos] Não Pulavel,"20,00", --,Diário,CPM de destino,Pausado,campanha pausada; desconhecido,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[youtube] sportage [17-06-24],"25,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[Search] [Modelos] [Novo Site],"25,00", --,Diário,Maximizar conversões (CPA desejado),Pausado,campanha pausada; alguns anúncios foram reprovados,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Ativada,03 [Pesquisa] Bongo,"5,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Pesquisa,7.470,332,BRL,"0,46","152,76","4,44%",332,"0,46","7,83%","26,00","5,88"
Ativada,[Amanita] [PMAX] Bongo,"15,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Performance Max,99.957,3.584,BRL,"0,13","458,56","2,03%",2.028,"0,23","3,35%","121,00","3,79"
Ativada,01 [Pesquisa] Institucional,"14,00", --,Diário,Maximizar as conversões,Qualificado,desconhecido,Pesquisa,9.759,1.467,BRL,"0,29","425,28","15,03%",1.467,"0,29","16,87%","247,52","1,72"
Ativada,16 [Pesquisa] Niro,"7,00", --,Diário,Maximizar as conversões,Qualificado (limitado),limitado pelo orçamento; desconhecido,Pesquisa,10.417,436,BRL,"0,48","207,84","4,19%",436,"0,48","11,88%","51,79","4,01"
Pausada,01 - [Search] Bongo,"30,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,02 [Pesquisa] Niro,"20,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[YT] [Aumento de impostos],"20,00", --,Diário,CPV desejado,Pausado,campanha pausada; desconhecido,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[Search][MODELOS][Max Cliques],"25,00", --,Diário,Maximizar cliques,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,05 [Pesquisa] Niro,"9,67", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[leads] [Youtube] Sportage 28-08-24,"9,67", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,07 [Pesquisa] Sportage,"9,67", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,SUZUKI [Search],"10,00", --,Diário,Maximizar conversões (CPA desejado),Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,02 [Search] Niro,"17,50", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,02 - [Search] Cerato,"30,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,01 - [Search] Bongo #2,"10,00", --,Diário,Maximizar as conversões,Pausado,campanha pausada; desconhecido,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[YT] [Exibição de video] [Aumento de impostos] [in-stream pulável],"20,00", --,Diário,CPV máximo,Pausado,campanha pausada; desconhecido,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Pausada,[Search][SEMINOVOS][CPC Otimizado],"8,00", --,Diário,Maximizar cliques,Pausado,campanha pausada; a maioria dos anúncios foi reprovada,Pesquisa,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Total: Campanhas, --, --, --, --, --, --,, --,225.249,8.694,BRL,"0,23","1978,91","3,04%",6.842,"0,29","7,12%","619,96","3,19"
Total: Conta,,,,,,,,,225.249,8.694,BRL,"0,23","1978,91","3,04%",6.842,"0,29","7,12%","619,96","3,19"
Total: Pesquisa,,,,,,,,Pesquisa,56.168,2.939,BRL,"0,36","1062,67","5,23%",2.939,"0,36","12,42%","365,01","2,91"
Total: Vídeo,,,,,,,,Vídeo,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Total: Compras,,,,,,,,Compras,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
Total: Performance Max,,,,,,,,Performance Max,169.081,5.755,BRL,"0,16","916,24","2,31%",3.903,"0,23","4,41%","254,95","3,59"
Total: Inteligente,,,,,,,,Inteligente,0,0,BRL,0,"0,00", --,0,0,"0,00%","0,00","0,00"
